Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Best Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
531;4700151732;"International Journal of Risk Assessment and Management";journal;"14668297, 17415241";"Inderscience Enterprises Ltd";No;No;0,117;Q4;28;0;38;0;9;38;0,23;0,00;0,00;0;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2000-2003, 2005-2023";"Business and International Management (Q4); Management Science and Operations Research (Q4); Statistics, Probability and Uncertainty (Q4)";"Business, Management and Accounting; Decision Sciences"
532;21100828949;"Studies in Systems, Decision and Control";book series;"21984182, 21984190";"Springer International Publishing AG";Yes;No;0,116;Q4;46;2464;4046;78904;3117;2;0,60;32,02;0,00;0;1113;Switzerland;Western Europe;"Springer International Publishing AG";"2014-2025";"Automotive Engineering (Q4); Computer Science (miscellaneous) (Q4); Control and Optimization (Q4); Control and Systems Engineering (Q4); Decision Sciences (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Social Sciences (miscellaneous) (Q4)";"Computer Science; Decision Sciences; Economics, Econometrics and Finance; Engineering; Mathematics; Social Sciences"
533;21100939697;"Synthesis Lectures on Information Concepts, Retrieval, and Services";book series;"1947945X, 19479468";"Springer International Publishing";No;No;0,116;Q4;6;48;85;1880;10;2;0,09;39,17;0,00;0;8;Switzerland;Western Europe;"Springer International Publishing";"2010, 2012, 2017-2025";"Computer Networks and Communications (Q4); Information Systems (Q4); Information Systems and Management (Q4); Library and Information Sciences (Q4)";"Computer Science; Decision Sciences; Social Sciences"
534;21101043804;"Operations Management Education Review";journal;"16497082, 20444567";"NeilsonJournals Publishing";No;No;0,114;Q4;2;0;20;0;3;19;0,00;0,00;0,00;0;0;United Kingdom;Western Europe;"NeilsonJournals Publishing";"2019-2023";"Decision Sciences (miscellaneous) (Q4); Information Systems and Management (Q4); Management Science and Operations Research (Q4)";"Decision Sciences"
535;21101089946;"International Conference on Structural Health Monitoring of Intelligent Infrastructure: Transferring Research into Practice, SHMII";conference and proceedings;"25643738";"International Society for Structural Health Monitoring of Intelligent Infrastructure, ISHMII";No;No;0,114;-;5;0;385;0;48;382;0,04;0,00;0,00;0;0;Canada;Northern America;"International Society for Structural Health Monitoring of Intelligent Infrastructure, ISHMII";"2021-2022";"Artificial Intelligence; Building and Construction; Civil and Structural Engineering; Computer Networks and Communications; Information Systems and Management";"Computer Science; Decision Sciences; Engineering"
536;21100854422;"Atas da Conferencia da Associacao Portuguesa de Sistemas de Informacao";conference and proceedings;"2183489X";"Associacao Portuguesa de Sistemas de Informacao";No;No;0,109;-;6;0;89;0;10;86;0,10;0,00;0,00;0;0;Portugal;Western Europe;"Associacao Portuguesa de Sistemas de Informacao";"2014-2023";"Computer Science Applications; Information Systems; Information Systems and Management; Management Information Systems; Management of Technology and Innovation";"Business, Management and Accounting; Computer Science; Decision Sciences"
537;21101211866;"Proceedings - IEEE CHILEAN Conference on Electrical, Electronics Engineering, Information and Communication Technologies, ChileCon";conference and proceedings;"28321537, 28321529";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,108;-;2;0;157;0;43;153;0,27;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2023";"Artificial Intelligence; Computer Networks and Communications; Control and Optimization; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Hardware and Architecture; Information Systems; Information Systems and Management";"Computer Science; Decision Sciences; Energy; Engineering; Mathematics"
538;21100886371;"Decyzje";journal;"2391761X, 17330092";"Kozminski University -Center of Economic Psychology and Decision Sciences";Yes;No;0,106;Q4;2;0;5;0;0;5;0,00;0,00;0,00;0;0;Poland;Eastern Europe;"Kozminski University -Center of Economic Psychology and Decision Sciences";"2018-2021";"Decision Sciences (miscellaneous) (Q4); Economics, Econometrics and Finance (miscellaneous) (Q4); Law (Q4); Public Administration (Q4)";"Decision Sciences; Economics, Econometrics and Finance; Social Sciences"
539;21100851482;"Statistica e Applicazioni";journal;"18246672, 22836659";"Vita e Pensiero";No;No;0,106;Q4;11;0;7;0;0;5;0,00;0,00;0,00;0;0;Italy;Western Europe;"Vita e Pensiero";"2003-2022";"Statistical and Nonlinear Physics (Q4); Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics; Physics and Astronomy"
540;14135;"South African Statistical Journal";journal;"0038271X";"South African Statistical Association";No;No;0,105;Q4;12;6;21;182;2;21;0,08;30,33;25,00;0;0;South Africa;Africa;"South African Statistical Association";"1996-2024";"Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
541;21101272843;"Journal Of Organizational Behavior Research";journal;"25289705";"Deniz Publication";No;No;0,104;Q4;2;20;64;642;6;64;0,11;32,10;45,83;0;4;Turkey;Middle East;"Deniz Publication";"2023-2024";"Business, Management and Accounting (miscellaneous) (Q4); Decision Sciences (miscellaneous) (Q4); Information Systems and Management (Q4); Organizational Behavior and Human Resource Management (Q4)";"Business, Management and Accounting; Decision Sciences"
542;21101245237;"Journal of the Indian Statistical Association";journal;"05372585";"Indian Statistical Association";No;No;0,102;Q4;2;0;33;0;2;30;0,00;0,00;0,00;0;0;India;Asiatic Region;"Indian Statistical Association";"2020-2023";"Statistics and Probability (Q4); Statistics, Probability and Uncertainty (Q4)";"Decision Sciences; Mathematics"
543;21101023684;"Fabriksoftware";journal;"25697692";"Gito Verlag";No;No;0,100;Q4;2;43;113;49;0;68;0,00;1,14;27,78;0;6;Germany;Western Europe;"Gito Verlag";"2018-2024";"Computer Science Applications (Q4); Industrial and Manufacturing Engineering (Q4); Information Systems (Q4); Information Systems and Management (Q4); Management of Technology and Innovation (Q4); Software (Q4)";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
544;74292;"Foundry Trade Journal International";trade journal;"17589789";"FMJ International Publications Ltd";No;No;0,100;Q4;9;18;105;13;0;79;0,00;0,72;12,50;0;6;United Kingdom;Western Europe;"FMJ International Publications Ltd";"1979, 1988, 2011-2013, 2017-2024";"Information Systems (Q4); Information Systems and Management (Q4); Software (Q4)";"Computer Science; Decision Sciences"
545;21101264290;"Annals of Computer Science and Intelligence Systems";journal;"23005963";"Institute of Electrical and Electronics Engineers Inc.";Yes;Yes;;-;1;100;0;2879;0;0;0,00;28,79;24,52;0;27;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Computer Science Applications; Information Systems; Information Systems and Management";"Computer Science; Decision Sciences"
546;21101050917;"Corporate Governance and Organizational Behavior Review (discontinued)";journal;"25211889, 25211870";"Virtus Interpress";No;No;;-;9;32;258;1825;313;244;1,25;57,03;33,68;0;14;Ukraine;Eastern Europe;"Virtus Interpress";"2019-2024";"Finance; Management Science and Operations Research; Organizational Behavior and Human Resource Management";"Business, Management and Accounting; Decision Sciences; Economics, Econometrics and Finance"
547;21101072199;"EAI Endorsed Transactions on Scalable Information Systems (discontinued)";journal;"20329407";"European Alliance for Innovation";Yes;Yes;;-;18;78;247;2143;407;247;1,47;27,47;40,00;0;17;Belgium;Western Europe;"European Alliance for Innovation";"2014-2024";"Computer Networks and Communications; Computer Science Applications; Hardware and Architecture; Information Systems; Information Systems and Management; Software";"Computer Science; Decision Sciences"
548;21101264447;"IEEE Information Technology, Networking, Electronic and Automation Control Conference, ITNEC";journal;"26933128, 26933136";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;364;0;4524;0;0;0,00;12,43;35,16;0;74;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Computer Networks and Communications; Computer Science Applications; Computer Vision and Pattern Recognition; Control and Optimization; Electrical and Electronic Engineering; Information Systems; Information Systems and Management";"Computer Science; Decision Sciences; Engineering; Mathematics"
549;21101272039;"International Computer Science and Engineering Conference";journal;"23815035";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;0;65;0;1204;0;0;0,00;18,52;28,71;0;14;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Computer Networks and Communications; Computer Science Applications; Computer Vision and Pattern Recognition; Control and Optimization; Information Systems; Information Systems and Management; Renewable Energy, Sustainability and the Environment; Software";"Computer Science; Decision Sciences; Energy; Mathematics"
550;21101263920;"International Conference on Computer, Control, Informatics and its Applications, IC3INA";journal;"29945933, 29945925";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;86;0;1871;0;0;0,00;21,76;39,80;0;32;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Computer Networks and Communications; Computer Science Applications; Control and Optimization; Hardware and Architecture; Information Systems; Information Systems and Management";"Computer Science; Decision Sciences; Mathematics"
551;21101258141;"International Conference on eDemocracy and eGovernment, ICEDEG";journal;"25731998, 25732005";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;0;38;0;1080;0;0;0,00;28,42;39,00;0;28;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Communication; Computer Networks and Communications; Computer Science Applications; Information Systems and Management; Political Science and International Relations";"Computer Science; Decision Sciences; Social Sciences"
552;21101272786;"International Conference on Networking, Architecture and Storage, NAS";journal;"28353323, 2835334X";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;0;32;0;632;0;0;0,00;19,75;29,23;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Computer Networks and Communications; Hardware and Architecture; Information Systems; Information Systems and Management";"Computer Science; Decision Sciences"
553;21101268313;"ITMS - International Scientific Conference on Information Technology and Management Science of Riga Technical University";journal;"27716953, 27716937";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;0;27;0;566;0;0;0,00;20,96;40,00;0;9;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Control and Optimization; Hardware and Architecture; Information Systems; Information Systems and Management; Safety, Risk, Reliability and Quality; Strategy and Management";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Mathematics"
554;21101032143;"Journal of Logistics, Informatics and Service Science (discontinued)";journal;"24092665";"";No;No;;-;11;71;168;2984;274;168;1,68;42,03;37,42;0;27;Hong Kong;Asiatic Region;"";"2019-2024";"Computer Networks and Communications; Information Systems; Information Systems and Management; Management Information Systems; Management of Technology and Innovation";"Business, Management and Accounting; Computer Science; Decision Sciences"
555;21101196737;"Journal of Management World (discontinued)";journal;"29943191";"";No;No;;-;5;12;132;586;64;131;0,68;48,83;33,33;0;6;United States;Northern America;"";"2021-2024";"Business and International Management; Business, Management and Accounting (miscellaneous); Information Systems and Management; Management Information Systems; Psychology (miscellaneous); Strategy and Management";"Business, Management and Accounting; Decision Sciences; Psychology"
556;21100944442;"Journal of System and Management Sciences (discontinued)";journal;"18166075, 18180523";"";Yes;No;;-;16;64;424;3059;642;424;1,34;47,80;40,32;0;21;Hong Kong;Asiatic Region;"";"2019-2024";"Computer Science Applications; Control and Systems Engineering; Information Systems; Information Systems and Management; Management of Technology and Innovation";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering"
557;21101207440;"Military Technical Courier/Vojnotehnicki glasnik";journal;"22174753, 00428469";"University of Defense Belgrad";Yes;Yes;;-;2;85;0;2122;0;0;0,00;24,96;20,30;0;12;Serbia;Eastern Europe;"University of Defense Belgrad";"2024";"Management Science and Operations Research; Statistics, Probability and Uncertainty";"Decision Sciences"
558;21101220023;"Proceedings - IEEE International Conference on Semantic Computing, ICSC";conference and proceedings;"23256516, 24729671";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;3;61;0;1331;0;0;0,00;21,82;22,67;0;11;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Computer Networks and Communications; Human-Computer Interaction; Information Systems and Management";"Computer Science; Decision Sciences"
559;21101258747;"Proceedings - Swiss Conference on Data Science, SDS";journal;"28353412, 28353420";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;44;0;1065;0;0;0,00;24,20;23,53;0;10;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Information Systems; Information Systems and Management";"Computer Science; Decision Sciences"
